date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:09:05	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202025%2007:09:09%20GMT	https://www.squeeze-template.com/%22https://www.youtube.com/embed/ub7IC3uiNk8%22	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/_https_/www.youtube.com/embed/ub7IC3uiNk8_.34.delayed	(from https://www.squeeze-template.com/documentation)
08:09:06	23634/23634	---M--	200	added ('OK')	image/png	etag:%22v5d3%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgBBU3LJUlWCqRZZBE_31xqETiZDEm8dP1WP-xyHJ0qvSk899Mc2vtKjw9dKMJywgML3EE3gAKX09Tl5jzUnUaXQwD1KBvzHUwqNOFUC_l_u5NW2QU6BhBA42Z041RanF7AxenOcEAn99k/s1600-e360/lang1.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgBBU3LJUlWCqRZZBE_31xqETiZDEm8dP1WP-xyHJ0/s1600-e360/lang1.png	(from https://www.squeeze-template.com/documentation)
08:09:07	8025/8025	---M--	200	added ('OK')	image/png	etag:%22v5d8%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgwQFCYq2ORksZ6eFfB0phonL1r0cXBHxBeD8Q4ZXQnQe6B5ZFYuRrdfARznRe91_i7vbm_QjIZlkJjju2IGlKFj4f-i3_BbauAYq0Rdb3HZU-t4yvCHkha0KSK0G9EEKtwy55oiGrCm-8/s1600-e360/lang2.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEgwQFCYq2ORksZ6eFfB0phonL1r0cXBHxBeD8Q4ZXQ/s1600-e360/lang2.png	(from https://www.squeeze-template.com/documentation)
08:09:07	12538/12538	---M--	200	added ('OK')	image/png	etag:%22v5dc%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjT0W9S0GwXKiI5rqjUWxF-IGDdI8d5ABC_GSq735ni9_j0JNVnj_YCTbH8VZ-W8mVfcZ89df_hizucBXlyjYhyphenhyphenOS1yWitIExt2x9GP46sxd1-9XpPvddD3hN5-GWASpsnLqa_ZZ1rB4us/s1600-e360/lang3.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjT0W9S0GwXKiI5rqjUWxF-IGDdI8d5ABC_GSq735n/s1600-e360/lang3.png	(from https://www.squeeze-template.com/documentation)
08:09:08	6558/6558	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267603e5d-199e%22	https://www.squeeze-template.com/public/assets/js/documentation.js	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/js/documentation.js	(from https://www.squeeze-template.com/documentation)
08:09:08	616/616	---M-Z	200	added ('OK')	text/css	etag:W/%2267603e5d-268%22	https://www.squeeze-template.com/public/assets/css/faq.css	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/css/faq.css	(from https://www.squeeze-template.com/faq)
08:09:10	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202025%2007:09:13%20GMT	https://www.squeeze-template.com/public/assets/js/faq.js	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/js/faq.js	(from https://www.squeeze-template.com/faq)
08:09:10	1658/1658	---M-Z	200	added ('OK')	text/css	etag:W/%2267603e5d-67a%22	https://www.squeeze-template.com/public/assets/css/updates.css	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/css/updates.css	(from https://www.squeeze-template.com/updates)
08:09:10	299/299	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267603e5d-12b%22	https://www.squeeze-template.com/public/assets/js/updates.js	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/js/updates.js	(from https://www.squeeze-template.com/updates)
08:09:11	595357/595357	---MC-	200	added ('OK')	image/png	date:Mon,%2017%20Feb%202025%2007:09:13%20GMT	https://u.cubeupload.com/SqueezeTemplate/Layout.png	C:/My%20Web%20Sites/squeeze/u.cubeupload.com/SqueezeTemplate/Layout.png	(from https://www.squeeze-template.com/faq)
08:09:11	6982/6982	---M-Z	200	added ('OK')	text/css	etag:W/%2267603e5d-1b46%22	https://www.squeeze-template.com/public/assets/css/clients.css	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/css/clients.css	(from https://www.squeeze-template.com/clients)
08:09:11	46552/46552	---M--	200	added ('OK')	image/gif	etag:%22v20c%22	https://1.bp.blogspot.com/-l_zwh_uXc1s/W7l2IPuBFWI/AAAAAAAAAgs/kNmu5pYsPtgvPcpg1Wn6cZp6A2gpQX45ACK4BGAYYCw/s1600/loading.gif	C:/My%20Web%20Sites/squeeze/1.bp.blogspot.com/-l_zwh_uXc1s/W7l2IPuBFWI/AAAAAAAAAgs/kNmu5pYsPtgvPcpg1Wn6cZp6A2gpQX45ACK4BGAYYCw/s1600/loading.gif	(from https://www.squeeze-template.com/clients)
08:09:12	5901/5901	---M--	200	added ('OK')	image/png	etag:%22v230%22	https://1.bp.blogspot.com/-4VBz_2OKQhA/W8UzkFk1zVI/AAAAAAAAAi8/qGz9tz6n0FEU1RXpo71u_KoKAgDVizTjgCK4BGAYYCw/s1600/google+sign.png	C:/My%20Web%20Sites/squeeze/1.bp.blogspot.com/-4VBz_2OKQhA/W8UzkFk1zVI/AAAAAAAAAi8/qGz9tz6n0FEU1RXpo71u_KoKAgDVizTjgCK4BGAYYCw/s1600/google%20sign.png	(from https://www.squeeze-template.com/clients)
08:09:12	19969/19969	---M--	200	added ('OK')	text/javascript	date:Fri,%2020%20Nov%202020%2001:53:23%20GMT	https://www.gstatic.com/firebasejs/8.1.1/firebase-app.js	C:/My%20Web%20Sites/squeeze/www.gstatic.com/firebasejs/8.1.1/firebase-app.js	(from https://www.squeeze-template.com/clients)
08:09:13	176221/176221	---M--	200	added ('OK')	text/javascript	date:Fri,%2020%20Nov%202020%2001:53:31%20GMT	https://www.gstatic.com/firebasejs/8.1.1/firebase-auth.js	C:/My%20Web%20Sites/squeeze/www.gstatic.com/firebasejs/8.1.1/firebase-auth.js	(from https://www.squeeze-template.com/clients)
08:09:13	13995/13995	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267603e5d-36ab%22	https://www.squeeze-template.com/public/assets/js/clients.js	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/js/clients.js	(from https://www.squeeze-template.com/clients)
08:09:13	9025/9025	---M-Z	200	added ('OK')	text/css	etag:W/%2267603e5d-2341%22	https://www.squeeze-template.com/public/assets/css/free.css	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/css/free.css	(from https://www.squeeze-template.com/free)
08:09:14	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202025%2007:09:17%20GMT	https://www.squeeze-template.com/SqueezeFree.txt	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/SqueezeFree.txt	(from https://www.squeeze-template.com/free)
08:09:15	5901/5901	---M--	200	added ('OK')	image/png	etag:%22v230%22	https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjM_tqM1himBOyU8CAJY-U65sm7ZX9HgQN8C6x00NXJ0TzuZH9whYo7luwBgXrfmmExAm-2kgTjxB6PfCurcVeyXBANDdLkxXbpq1hkIWK2qFtk_xcA6Sy1QBcvtMIyNPZ5CA9rXESWO10/s1600/google+sign.png	C:/My%20Web%20Sites/squeeze/blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEjM_tqM1himBOyU8CAJY-U65sm7ZX9HgQN8C6x00NX/s1600/google%20sign.png	(from https://www.squeeze-template.com/free)
08:09:15	192394/192394	---M--	200	added ('OK')	text/javascript	date:Fri,%2020%20Nov%202020%2001:53:39%20GMT	https://www.gstatic.com/firebasejs/8.1.1/firebase-database.js	C:/My%20Web%20Sites/squeeze/www.gstatic.com/firebasejs/8.1.1/firebase-database.js	(from https://www.squeeze-template.com/free)
08:09:15	14462/14462	---M--	200	added ('OK')	text/javascript	etag:%2287bbe036824e6f8c%22	https://apis.google.com/js/client.js	C:/My%20Web%20Sites/squeeze/apis.google.com/js/client.js	(from https://www.squeeze-template.com/free)
08:09:16	23797/23797	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267603e5d-5cf5%22	https://www.squeeze-template.com/public/assets/js/free.js	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/js/free.js	(from https://www.squeeze-template.com/free)
08:09:16	3270/3270	---M-Z	200	added ('OK')	text/css	etag:W/%2267603e5d-cc6%22	https://www.squeeze-template.com/public/assets/css/merger.css	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/css/merger.css	(from https://www.squeeze-template.com/merger)
08:09:16	6873/6873	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267603e5d-1ad9%22	https://www.squeeze-template.com/public/assets/js/merger.js	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/js/merger.js	(from https://www.squeeze-template.com/merger)
08:09:17	410/410	---M-Z	200	added ('OK')	text/css	etag:W/%2267603e5d-19a%22	https://www.squeeze-template.com/public/assets/css/about.css	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/css/about.css	(from https://www.squeeze-template.com/about)
08:09:17	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202025%2007:09:20%20GMT	https://www.squeeze-template.com/public/assets/js/about.js	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/js/about.js	(from https://www.squeeze-template.com/about)
08:09:17	339/339	---M-Z	200	added ('OK')	text/css	etag:W/%2267603e5d-153%22	https://www.squeeze-template.com/public/assets/css/privacy.css	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/css/privacy.css	(from https://www.squeeze-template.com/privacy)
08:09:17	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202025%2007:09:21%20GMT	https://www.squeeze-template.com//contact	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/contact	(from https://www.squeeze-template.com/privacy)
08:09:18	9379/9379	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2017%20Feb%202025%2007:09:21%20GMT	https://www.squeeze-template.com/public/assets/js/privacy.js	C:/My%20Web%20Sites/squeeze/www.squeeze-template.com/public/assets/js/privacy.js	(from https://www.squeeze-template.com/privacy)
08:09:18	5476/5476	---M--	200	added ('OK')	image/png	etag:%22v5bb%22	http://4.bp.blogspot.com/-juHRw5A23UU/X2jH7sg_EII/AAAAAAAABbo/Fhi80UyzHg0UN3GshnUtzYuRX0fbwbw4wCK4BGAYYCw/s1600/buttons.png	C:/My%20Web%20Sites/squeeze/4.bp.blogspot.com/-juHRw5A23UU/X2jH7sg_EII/AAAAAAAABbo/Fhi80UyzHg0UN3GshnUtzYuRX0fbwbw4wCK4BGAYYCw/s1600/buttons.png	(from https://www.squeeze-template.com/public/assets/css/documentation.css)
08:09:18	25025/25025	---M--	200	added ('OK')	image/jpeg	etag:%22v5a4%22	https://1.bp.blogspot.com/-KRYCeepBTbI/X2inacNRlnI/AAAAAAAABaM/C5M6KArgEUYyER0pvBsmlajI1H5qDqUTwCK4BGAYYCw/s1600-e360/tabs.jpg	C:/My%20Web%20Sites/squeeze/1.bp.blogspot.com/-KRYCeepBTbI/X2inacNRlnI/AAAAAAAABaM/C5M6KArgEUYyER0pvBsmlajI1H5qDqUTwCK4BGAYYCw/s1600-e360/tabs.jpg	(from https://www.squeeze-template.com/public/assets/css/documentation.css)
08:09:19	5709/5709	---M--	200	added ('OK')	image/png	etag:%22v57%22	https://1.bp.blogspot.com/-xW4PEHJY3wE/WmTOZXB2smI/AAAAAAAAAEc/nnrEf_-luzgFMY_PqNW4_8n-v2QMAYJ7wCLcBGAs/s1600-e360/cates.png	C:/My%20Web%20Sites/squeeze/1.bp.blogspot.com/-xW4PEHJY3wE/WmTOZXB2smI/AAAAAAAAAEc/nnrEf_-luzgFMY_PqNW4_8n-v2QMAYJ7wCLcBGAs/s1600-e360/cates.png	(from https://www.squeeze-template.com/public/assets/css/documentation.css)
08:09:19	3998/3998	---M--	200	added ('OK')	image/png	etag:%22v239%22	https://1.bp.blogspot.com/-A_WKzho7RlE/W8aEtWTnoUI/AAAAAAAAAjg/YN3lhhpj5qU3Z5Ylff8AxJO1zi6OcgswgCK4BGAYYCw/s1600-e360/toast-icons.png	C:/My%20Web%20Sites/squeeze/1.bp.blogspot.com/-A_WKzho7RlE/W8aEtWTnoUI/AAAAAAAAAjg/YN3lhhpj5qU3Z5Ylff8AxJO1zi6OcgswgCK4BGAYYCw/s1600-e360/toast-icons.png	(from https://www.squeeze-template.com/public/assets/css/documentation.css)
08:09:20	768/768	---M--	200	added ('OK')	image/png	etag:%22v2c4%22	https://3.bp.blogspot.com/-G1o1NzoId5k/XMGL-pvEkhI/AAAAAAAAAsM/Ky4uDWhQSGkCWtTtpAVf_xKu051IEb6ygCKgBGAs/s1600/yes.png	C:/My%20Web%20Sites/squeeze/3.bp.blogspot.com/-G1o1NzoId5k/XMGL-pvEkhI/AAAAAAAAAsM/Ky4uDWhQSGkCWtTtpAVf_xKu051IEb6ygCKgBGAs/s1600/yes.png	(from https://www.squeeze-template.com/public/assets/css/updates.css)
08:09:20	593/593	---M--	200	added ('OK')	image/png	etag:%22v217%22	https://1.bp.blogspot.com/-AQcv8YEf1ys/W7l_NYaEnfI/AAAAAAAAAhY/TJZdgfXnJFUDEhKCItVqw3XKluw3exykQCK4BGAYYCw/s1600/icons.png	C:/My%20Web%20Sites/squeeze/1.bp.blogspot.com/-AQcv8YEf1ys/W7l_NYaEnfI/AAAAAAAAAhY/TJZdgfXnJFUDEhKCItVqw3XKluw3exykQCK4BGAYYCw/s1600/icons.png	(from https://www.squeeze-template.com/public/assets/css/clients.css)
08:09:21	1235/1235	---M--	200	added ('OK')	image/png	etag:%22v1e7%22	https://4.bp.blogspot.com/-OVrh3TpsDqc/W6ps8CVDUTI/AAAAAAAAAeU/zr2JTewToCsRLr-GouZrr7cK_rNXdbCMgCK4BGAYYCw/s1600/no.png	C:/My%20Web%20Sites/squeeze/4.bp.blogspot.com/-OVrh3TpsDqc/W6ps8CVDUTI/AAAAAAAAAeU/zr2JTewToCsRLr-GouZrr7cK_rNXdbCMgCK4BGAYYCw/s1600/no.png	(from https://www.squeeze-template.com/public/assets/css/free.css)
08:09:22	768/768	---M--	200	added ('OK')	image/png	etag:%22v1e6%22	https://2.bp.blogspot.com/-d_bZZFjJroE/W6ps5TmIuWI/AAAAAAAAAeM/vyu1791gZ_4cbmIASX16XmwvN8WWY1csACK4BGAYYCw/s1600/yes.png	C:/My%20Web%20Sites/squeeze/2.bp.blogspot.com/-d_bZZFjJroE/W6ps5TmIuWI/AAAAAAAAAeM/vyu1791gZ_4cbmIASX16XmwvN8WWY1csACK4BGAYYCw/s1600/yes.png	(from https://www.squeeze-template.com/public/assets/css/free.css)
08:09:22	11522/11522	---M--	200	added ('OK')	image/png	etag:%22v413%22	https://4.bp.blogspot.com/-h0WhmNAIeSg/XgZwVkbVlCI/AAAAAAAABBI/Kf_Wre07M24USj-m4ZSWvRZre6KS8D_uACK4BGAYYCw/s1600/merge+%25287%2529.png	C:/My%20Web%20Sites/squeeze/4.bp.blogspot.com/-h0WhmNAIeSg/XgZwVkbVlCI/AAAAAAAABBI/Kf_Wre07M24USj-m4ZSWvRZre6KS8D_uACK4BGAYYCw/s1600/merge%20(7).png	(from https://www.squeeze-template.com/public/assets/css/merger.css)
08:09:23	6383/6383	---M--	200	added ('OK')	image/png	etag:%22v416%22	https://4.bp.blogspot.com/-Sd-zaWp7Jqs/Xgahn6l04EI/AAAAAAAABBU/8JFN3DQr74EgvwOOLBKNhl-M-2dPxb3FgCK4BGAYYCw/s1600/copy.png	C:/My%20Web%20Sites/squeeze/4.bp.blogspot.com/-Sd-zaWp7Jqs/Xgahn6l04EI/AAAAAAAABBU/8JFN3DQr74EgvwOOLBKNhl-M-2dPxb3FgCK4BGAYYCw/s1600/copy.png	(from https://www.squeeze-template.com/public/assets/css/merger.css)
